,PRCP,TMAX,TMIN,yr,mo,dy,warmth,wetness
13892,0,80.96,42.98,1979,5,25,Warm,Dry
13893,0.031496063,71.06,44.96,1979,5,26,Warm,Damp
13894,0.12992126,62.06,39.02,1979,5,27,Warm,Damp
13895,0.12992126,59,37.94,1979,5,28,Cold,Damp
13896,0,66.02,35.96,1979,5,29,Warm,Dry
13897,0,71.96,33.98,1979,5,30,Warm,Dry
13898,0,80.06,37.94,1979,5,31,Warm,Dry
13899,0,84.92,41,1979,6,1,Warm,Dry
13900,0,91.94,48.02,1979,6,2,Warm,Dry
13901,0,82.94,46.94,1979,6,3,Warm,Dry
13902,0.011811024,71.06,51.08,1979,6,4,Warm,Damp
13903,0.149606299,69.08,48.02,1979,6,5,Warm,Really Wet
13904,0,66.02,42.98,1979,6,6,Warm,Dry
13905,0,71.96,35.06,1979,6,7,Warm,Dry
13906,0,78.08,39.02,1979,6,8,Warm,Dry
13907,0,82.94,39.92,1979,6,9,Warm,Dry
13908,0,82.94,44.96,1979,6,10,Warm,Dry
13909,0,71.06,42.98,1979,6,11,Warm,Dry
13910,0.031496063,69.98,35.06,1979,6,12,Warm,Damp
13911,0,64.04,42.08,1979,6,13,Warm,Dry
13912,0.330708661,71.06,37.04,1979,6,14,Warm,Really Wet
13913,0,66.02,39.92,1979,6,15,Warm,Dry
13914,0.200787402,62.96,48.02,1979,6,16,Warm,Really Wet
13915,0.059055118,62.96,50,1979,6,17,Warm,Damp
13916,0,68,48.92,1979,6,18,Warm,Dry
13917,0,66.02,44.96,1979,6,19,Warm,Dry
13918,0,68,44.06,1979,6,20,Warm,Dry
13919,0,69.08,44.06,1979,6,21,Warm,Dry
13920,0,71.96,39.92,1979,6,22,Warm,Dry
13921,0,77,39.02,1979,6,23,Warm,Dry
13922,0,82.04,44.96,1979,6,24,Warm,Dry
13923,0,87.08,42.98,1979,6,25,Warm,Dry
13924,0,84.92,46.94,1979,6,26,Warm,Dry
13925,0,77,44.06,1979,6,27,Warm,Dry
13926,0,73.04,42.98,1979,6,28,Warm,Dry
13927,0,66.92,48.92,1979,6,29,Warm,Dry
13928,0.330708661,66.02,51.08,1979,6,30,Warm,Really Wet
13929,1.299212598,64.94,46.94,1979,7,1,Warm,Really Wet
13930,0,69.08,44.06,1979,7,2,Warm,Dry
13931,0,80.06,42.98,1979,7,3,Warm,Dry
13932,0,73.04,51.98,1979,7,4,Warm,Dry
13933,0,78.08,51.08,1979,7,5,Warm,Dry
13934,0,78.98,50,1979,7,6,Warm,Dry
13935,0,77,48.02,1979,7,7,Warm,Dry
13936,0,82.94,57.92,1979,7,8,Warm,Dry
13937,0.098425197,80.96,59,1979,7,9,Warm,Damp
13938,0.141732283,69.08,55.94,1979,7,10,Warm,Really Wet
13939,0.039370079,68,53.06,1979,7,11,Warm,Damp
13940,0,73.94,48.02,1979,7,12,Warm,Dry
13941,0,73.94,42.98,1979,7,13,Warm,Dry
13942,0,80.06,44.06,1979,7,14,Warm,Dry
13943,0,87.98,48.92,1979,7,15,Warm,Dry
13944,0,98.06,53.96,1979,7,16,Warm,Dry
13945,0,93.92,57.02,1979,7,17,Warm,Dry
13946,0,91.04,55.94,1979,7,18,Warm,Dry
13947,0,89.96,57.02,1979,7,19,Warm,Dry
13948,0,82.94,57.02,1979,7,20,Warm,Dry
13949,0,73.94,53.06,1979,7,21,Warm,Dry
13950,0,77,46.94,1979,7,22,Warm,Dry
13951,0,77,48.02,1979,7,23,Warm,Dry
13952,0,78.98,51.08,1979,7,24,Warm,Dry
13953,0,78.98,50,1979,7,25,Warm,Dry
13954,0,82.94,53.06,1979,7,26,Warm,Dry
13955,0,75.92,51.08,1979,7,27,Warm,Dry
13956,0,71.06,48.02,1979,7,28,Warm,Dry
13957,0,80.06,42.08,1979,7,29,Warm,Dry
13958,0,84.92,51.98,1979,7,30,Warm,Dry
13959,0,89.96,51.98,1979,7,31,Warm,Dry
13960,0,78.98,53.96,1979,8,1,Warm,Dry
13961,0,75.92,46.94,1979,8,2,Warm,Dry
13962,0,77,50,1979,8,3,Warm,Dry
13963,0,80.06,44.06,1979,8,4,Warm,Dry
13964,0,78.98,48.92,1979,8,5,Warm,Dry
13965,0,80.96,42.08,1979,8,6,Warm,Dry
13966,0,82.94,42.98,1979,8,7,Warm,Dry
13967,0,80.96,44.96,1979,8,8,Warm,Dry
13968,0,86,46.04,1979,8,9,Warm,Dry
13969,0,84.02,51.08,1979,8,10,Warm,Dry
13970,0,80.06,46.94,1979,8,11,Warm,Dry
13971,0,82.04,44.06,1979,8,12,Warm,Dry
13972,0.019685039,68,48.02,1979,8,13,Warm,Damp
13973,0.149606299,62.96,55.94,1979,8,14,Warm,Really Wet
13974,0,77,55.94,1979,8,15,Warm,Dry
13975,0.12992126,78.98,55.94,1979,8,16,Warm,Damp
13976,0,78.08,53.06,1979,8,17,Warm,Dry
13977,0.25984252,66.02,51.98,1979,8,18,Warm,Really Wet
13978,0.488188976,66.92,51.08,1979,8,19,Warm,Really Wet
13979,0.039370079,71.06,53.96,1979,8,20,Warm,Damp
13980,0.318897638,69.98,53.96,1979,8,21,Warm,Really Wet
13981,0,77,53.06,1979,8,22,Warm,Dry
13982,0.11023622,66.92,51.08,1979,8,23,Warm,Damp
13983,0,78.08,51.08,1979,8,24,Warm,Dry
13984,0,80.06,48.02,1979,8,25,Warm,Dry
13985,0,78.08,48.92,1979,8,26,Warm,Dry
13986,0,69.08,51.98,1979,8,27,Warm,Dry
13987,0,75.02,48.92,1979,8,28,Warm,Dry
13988,0,71.06,51.08,1979,8,29,Warm,Dry
13989,0.019685039,64.94,57.92,1979,8,30,Warm,Damp
13990,0.019685039,75.02,50,1979,8,31,Warm,Damp
13991,0.460629921,69.98,57.92,1979,9,1,Warm,Really Wet
13992,0.519685039,69.08,53.06,1979,9,2,Warm,Really Wet
13993,0.448818898,68,51.08,1979,9,3,Warm,Really Wet
13994,0.098425197,69.98,48.02,1979,9,4,Warm,Damp
13995,0.24015748,66.02,53.96,1979,9,5,Warm,Really Wet
13996,0,69.98,48.92,1979,9,6,Warm,Dry
13997,0.279527559,80.06,51.98,1979,9,7,Warm,Really Wet
13998,0.381889764,69.98,51.08,1979,9,8,Warm,Really Wet
13999,0.228346457,69.98,48.02,1979,9,9,Warm,Really Wet
14000,0,69.98,44.96,1979,9,10,Warm,Dry
14001,0,71.06,39.92,1979,9,11,Warm,Dry
14002,0,77,39.92,1979,9,12,Warm,Dry
14003,0,84.02,42.98,1979,9,13,Warm,Dry
14004,0,89.96,42.08,1979,9,14,Warm,Dry
14005,0,75.02,46.04,1979,9,15,Warm,Dry
14006,0,73.04,50,1979,9,16,Warm,Dry
14007,0,75.02,42.98,1979,9,17,Warm,Dry
14008,0,80.06,42.98,1979,9,18,Warm,Dry
14009,0,66.92,55.94,1979,9,19,Warm,Dry
14010,0,66.92,57.92,1979,9,20,Warm,Dry
14011,0,71.06,46.04,1979,9,21,Warm,Dry
14012,0,71.96,46.04,1979,9,22,Warm,Dry
14013,0,69.08,39.92,1979,9,23,Warm,Dry
14014,0,73.04,41,1979,9,24,Warm,Dry
14015,0,75.92,42.08,1979,9,25,Warm,Dry
14016,0,69.08,48.02,1979,9,26,Warm,Dry
14017,0.051181102,68,42.08,1979,9,27,Warm,Damp
14018,0,66.02,39.02,1979,9,28,Warm,Dry
14019,0.011811024,69.08,39.02,1979,9,29,Warm,Damp
14020,0,66.02,42.98,1979,9,30,Warm,Dry
14021,0,71.96,41,1979,10,1,Warm,Dry
14022,0,66.02,41,1979,10,2,Warm,Dry
14023,0,77,33.98,1979,10,3,Warm,Dry
14024,0,68,42.98,1979,10,4,Warm,Dry
14025,0,69.98,42.08,1979,10,5,Warm,Dry
14026,0,71.06,39.02,1979,10,6,Warm,Dry
14027,0,66.92,44.96,1979,10,7,Warm,Dry
14028,0,62.96,39.92,1979,10,8,Warm,Dry
14029,0,73.04,39.02,1979,10,9,Warm,Dry
14030,0,78.98,35.96,1979,10,10,Warm,Dry
14031,0.011811024,62.06,42.08,1979,10,11,Warm,Damp
14032,0,62.96,42.08,1979,10,12,Warm,Dry
14033,0.011811024,59,50,1979,10,13,Cold,Damp
14034,0.330708661,60.98,51.98,1979,10,14,Warm,Really Wet
14035,0,64.94,46.04,1979,10,15,Warm,Dry
14036,0.228346457,62.06,37.04,1979,10,16,Warm,Really Wet
14037,0,60.98,33.98,1979,10,17,Warm,Dry
14038,1.011811024,53.06,44.96,1979,10,18,Cold,Really Wet
14039,0.661417323,55.04,42.98,1979,10,19,Cold,Really Wet
14040,0,55.94,35.06,1979,10,20,Cold,Dry
14041,0.011811024,59,39.02,1979,10,21,Cold,Damp
14042,0.5,57.02,50,1979,10,22,Cold,Really Wet
14043,0.011811024,60.98,42.08,1979,10,23,Warm,Damp
14044,0.838582677,55.04,42.08,1979,10,24,Cold,Really Wet
14045,0.350393701,57.92,46.04,1979,10,25,Cold,Really Wet
14046,1.141732283,59,50,1979,10,26,Cold,Really Wet
14047,0.539370079,60.98,39.92,1979,10,27,Warm,Really Wet
14048,0.24015748,57.02,39.02,1979,10,28,Cold,Really Wet
14049,0,50,30.92,1979,10,29,Cold,Dry
14050,0.318897638,50,41,1979,10,30,Cold,Really Wet
14051,0,55.94,30.02,1979,10,31,Cold,Dry
14052,0,51.98,28.94,1979,11,1,Cold,Dry
14053,0.169291339,51.08,39.92,1979,11,2,Cold,Really Wet
14054,0.38976378,53.06,46.04,1979,11,3,Cold,Really Wet
14055,0.118110236,53.96,44.96,1979,11,4,Cold,Damp
14056,0.051181102,57.02,42.08,1979,11,5,Cold,Damp
14057,0,60.08,33.08,1979,11,6,Cold,Dry
14058,0,60.08,28.94,1979,11,7,Cold,Dry
14059,0,44.96,26.06,1979,11,8,Cold,Dry
14060,0,53.96,30.92,1979,11,9,Cold,Dry
14061,0,48.02,30.02,1979,11,10,Cold,Dry
14062,0,44.96,28.94,1979,11,11,Cold,Dry
14063,0,44.06,35.06,1979,11,12,Cold,Dry
14064,0,41,32,1979,11,13,Cold,Dry
14065,0,53.96,28.04,1979,11,14,Cold,Dry
14066,0.011811024,51.98,24.98,1979,11,15,Cold,Damp
14067,0.039370079,53.96,41,1979,11,16,Cold,Damp
14068,0.118110236,48.92,33.98,1979,11,17,Cold,Damp
14069,0.039370079,48.02,33.98,1979,11,18,Cold,Damp
14070,0,50,26.06,1979,11,19,Cold,Dry
14071,0,42.08,26.06,1979,11,20,Cold,Dry
14072,0.011811024,46.04,19.94,1979,11,21,Cold,Damp
14073,0.791338583,46.94,37.04,1979,11,22,Cold,Really Wet
14074,0.118110236,50,30.02,1979,11,23,Cold,Damp
14075,0.271653543,46.04,32,1979,11,24,Cold,Really Wet
14076,0.228346457,41,32,1979,11,25,Cold,Really Wet
14077,0,44.96,24.98,1979,11,26,Cold,Dry
14078,0,42.08,24.98,1979,11,27,Cold,Dry
14079,0,46.94,23,1979,11,28,Cold,Dry
14080,0.019685039,44.06,21.92,1979,11,29,Cold,Damp
14081,0,46.94,33.98,1979,11,30,Cold,Dry
14082,2.401574803,48.02,33.98,1979,12,1,Cold,Really Wet
14083,0.11023622,51.08,30.92,1979,12,2,Cold,Damp
14084,0.551181102,53.96,32,1979,12,3,Cold,Really Wet
14085,0.220472441,55.04,41,1979,12,4,Cold,Really Wet
14086,0,48.92,42.08,1979,12,5,Cold,Dry
14087,0,51.08,44.06,1979,12,6,Cold,Dry
14088,0.011811024,51.08,37.94,1979,12,7,Cold,Damp
14089,0,50,42.08,1979,12,8,Cold,Dry
14090,0.271653543,53.06,33.98,1979,12,9,Cold,Really Wet
14091,0,42.98,24.08,1979,12,10,Cold,Dry
14092,0.409448819,42.98,26.06,1979,12,11,Cold,Really Wet
14093,0.059055118,46.04,35.06,1979,12,12,Cold,Damp
14094,0.929133858,48.92,37.94,1979,12,13,Cold,Really Wet
14095,1.311023622,51.08,44.96,1979,12,14,Cold,Really Wet
14096,2.11023622,50,32,1979,12,15,Cold,Really Wet
14097,0.590551181,42.08,33.08,1979,12,16,Cold,Really Wet
14098,1.468503937,55.94,37.94,1979,12,17,Cold,Really Wet
14099,0.358267717,53.96,46.04,1979,12,18,Cold,Really Wet
14100,0.779527559,53.06,44.96,1979,12,19,Cold,Really Wet
14101,0.279527559,51.08,39.02,1979,12,20,Cold,Really Wet
14102,0.350393701,48.02,33.98,1979,12,21,Cold,Really Wet
14103,0,42.08,23,1979,12,22,Cold,Dry
14104,0.220472441,39.02,30.02,1979,12,23,Cold,Really Wet
14105,0.011811024,51.98,28.94,1979,12,24,Cold,Damp
14106,0.098425197,51.98,30.92,1979,12,25,Cold,Damp
14107,0,51.98,26.96,1979,12,26,Cold,Dry
14108,0,42.98,26.06,1979,12,27,Cold,Dry
14109,0,39.02,24.08,1979,12,28,Cold,Dry
14110,0,48.02,26.96,1979,12,29,Cold,Dry
14111,0.228346457,42.98,26.06,1979,12,30,Cold,Really Wet
14112,0.24015748,51.98,33.08,1979,12,31,Cold,Really Wet
14113,0.25984252,51.98,39.92,1980,1,1,Cold,Really Wet
14114,0.291338583,46.94,32,1980,1,2,Cold,Really Wet
14115,0,42.08,30.02,1980,1,3,Cold,Dry
14116,0.358267717,39.92,33.08,1980,1,4,Cold,Really Wet
14117,0,42.08,21.92,1980,1,5,Cold,Dry
14118,0,37.04,17.96,1980,1,6,Cold,Dry
14119,0.299212598,30.02,19.04,1980,1,7,Cold,Really Wet
14120,0.771653543,33.98,26.96,1980,1,8,Cold,Really Wet
14121,0.318897638,35.96,24.98,1980,1,9,Cold,Really Wet
14122,0.059055118,35.96,24.08,1980,1,10,Cold,Damp
14123,0.74015748,44.06,23,1980,1,11,Cold,Really Wet
14124,0.74015748,48.92,26.96,1980,1,12,Cold,Really Wet
14125,0.37007874,39.02,26.06,1980,1,13,Cold,Really Wet
14126,0.291338583,42.98,33.08,1980,1,14,Cold,Really Wet
14127,0.62992126,42.98,35.06,1980,1,15,Cold,Really Wet
14128,0.720472441,46.04,33.98,1980,1,16,Cold,Really Wet
14129,0,39.92,24.08,1980,1,17,Cold,Dry
14130,0,39.92,19.94,1980,1,18,Cold,Dry
14131,0,42.98,15.98,1980,1,19,Cold,Dry
14132,0,42.08,21.92,1980,1,20,Cold,Dry
14133,0,46.94,26.96,1980,1,21,Cold,Dry
14134,0,48.02,24.98,1980,1,22,Cold,Dry
14135,0,44.06,24.98,1980,1,23,Cold,Dry
14136,0,46.04,30.02,1980,1,24,Cold,Dry
14137,0,39.92,26.96,1980,1,25,Cold,Dry
14138,0,35.06,17.96,1980,1,26,Cold,Dry
14139,0,30.02,5,1980,1,27,Cold,Dry
14140,0,28.94,1.94,1980,1,28,Cold,Dry
14141,0,32,-0.04,1980,1,29,Cold,Dry
14142,0,35.96,6.08,1980,1,30,Cold,Dry
14143,0.421259843,35.06,17.96,1980,1,31,Cold,Really Wet
14144,0.5,51.08,30.02,1980,2,1,Cold,Really Wet
14145,0.909448819,51.08,35.96,1980,2,2,Cold,Really Wet
14146,0.330708661,51.98,35.06,1980,2,3,Cold,Really Wet
14147,0,46.04,28.94,1980,2,4,Cold,Dry
14148,0.488188976,46.04,32,1980,2,5,Cold,Really Wet
14149,0.381889764,48.92,33.98,1980,2,6,Cold,Really Wet
14150,0,48.92,26.96,1980,2,7,Cold,Dry
14151,0,41,26.96,1980,2,8,Cold,Dry
14152,0,48.92,26.96,1980,2,9,Cold,Dry
14153,0,48.92,26.96,1980,2,10,Cold,Dry
14154,0,42.08,28.04,1980,2,11,Cold,Dry
14155,0,42.08,26.06,1980,2,12,Cold,Dry
14156,0.019685039,37.94,30.02,1980,2,13,Cold,Damp
14157,0.25984252,35.96,26.06,1980,2,14,Cold,Really Wet
14158,0.401574803,35.06,26.06,1980,2,15,Cold,Really Wet
14159,0.078740157,39.92,30.02,1980,2,16,Cold,Damp
14160,0.37007874,41,26.96,1980,2,17,Cold,Really Wet
14161,0.181102362,48.92,32,1980,2,18,Cold,Really Wet
14162,0.358267717,50,37.04,1980,2,19,Cold,Really Wet
14163,0.031496063,48.92,26.96,1980,2,20,Cold,Damp
14164,0,46.04,26.96,1980,2,21,Cold,Dry
14165,0,51.98,28.04,1980,2,22,Cold,Dry
14166,0.019685039,53.96,33.08,1980,2,23,Cold,Damp
14167,0.059055118,57.02,37.04,1980,2,24,Cold,Damp
14168,0.468503937,48.92,42.08,1980,2,25,Cold,Really Wet
14169,0.570866142,57.92,44.96,1980,2,26,Cold,Really Wet
14170,0.440944882,57.92,48.92,1980,2,27,Cold,Really Wet
14171,0.299212598,53.96,35.06,1980,2,28,Cold,Really Wet
14172,0.011811024,53.06,32,1980,2,29,Cold,Damp
14173,0,59,32,1980,3,1,Cold,Dry
14174,0,60.08,39.92,1980,3,2,Cold,Dry
14175,0.220472441,50,37.94,1980,3,3,Cold,Really Wet
14176,0.019685039,51.98,37.04,1980,3,4,Cold,Damp
14177,0.330708661,46.04,35.06,1980,3,5,Cold,Really Wet
14178,0.019685039,46.04,26.96,1980,3,6,Cold,Damp
14179,0.039370079,53.96,37.94,1980,3,7,Cold,Damp
14180,0,51.98,30.92,1980,3,8,Cold,Dry
14181,0.031496063,46.94,37.94,1980,3,9,Cold,Damp
14182,0.12992126,48.02,37.94,1980,3,10,Cold,Damp
14183,0.181102362,44.96,32,1980,3,11,Cold,Really Wet
14184,0.5,42.98,30.02,1980,3,12,Cold,Really Wet
14185,0.468503937,46.94,35.96,1980,3,13,Cold,Really Wet
14186,0.37007874,46.04,30.92,1980,3,14,Cold,Really Wet
14187,0.220472441,42.98,30.92,1980,3,15,Cold,Really Wet
14188,0.279527559,46.94,30.02,1980,3,16,Cold,Really Wet
14189,0.11023622,50,35.06,1980,3,17,Cold,Damp
14190,0,48.92,30.02,1980,3,18,Cold,Dry
14191,0.118110236,53.96,42.08,1980,3,19,Cold,Damp
14192,0.299212598,55.04,37.94,1980,3,20,Cold,Really Wet
14193,0,55.04,32,1980,3,21,Cold,Dry
14194,0.019685039,53.96,33.08,1980,3,22,Cold,Damp
14195,0.011811024,55.04,32,1980,3,23,Cold,Damp
14196,0,53.06,26.06,1980,3,24,Cold,Dry
14197,0,59,26.06,1980,3,25,Cold,Dry
14198,0.251968504,51.98,37.04,1980,3,26,Cold,Really Wet
14199,0,55.04,33.08,1980,3,27,Cold,Dry
14200,0.090551181,50,37.94,1980,3,28,Cold,Damp
14201,0.070866142,51.08,26.06,1980,3,29,Cold,Damp
14202,0,53.96,23,1980,3,30,Cold,Dry
14203,0.200787402,48.92,28.94,1980,3,31,Cold,Really Wet
14204,0,57.02,26.96,1980,4,1,Cold,Dry
14205,0,60.98,24.08,1980,4,2,Warm,Dry
14206,0,60.98,26.06,1980,4,3,Warm,Dry
14207,0.220472441,60.98,42.08,1980,4,4,Warm,Really Wet
14208,0.401574803,53.96,39.02,1980,4,5,Cold,Really Wet
14209,0.948818898,46.04,32,1980,4,6,Cold,Really Wet
14210,0.031496063,53.06,30.92,1980,4,7,Cold,Damp
14211,0.5,55.04,35.06,1980,4,8,Cold,Really Wet
14212,0.74015748,51.98,39.02,1980,4,9,Cold,Really Wet
14213,0.019685039,59,33.08,1980,4,10,Cold,Damp
14214,0,66.92,28.04,1980,4,11,Warm,Dry
14215,0,78.98,35.06,1980,4,12,Warm,Dry
14216,0,78.08,39.02,1980,4,13,Warm,Dry
14217,0.299212598,57.92,44.96,1980,4,14,Cold,Really Wet
14218,0,60.08,37.04,1980,4,15,Cold,Dry
14219,0,71.06,30.92,1980,4,16,Warm,Dry
14220,0.11023622,57.92,39.02,1980,4,17,Cold,Damp
14221,0.098425197,66.02,50,1980,4,18,Warm,Damp
14222,0.641732283,57.92,46.94,1980,4,19,Cold,Really Wet
14223,0.070866142,55.04,39.92,1980,4,20,Cold,Damp
14224,0,62.96,33.98,1980,4,21,Warm,Dry
14225,0,64.94,33.08,1980,4,22,Warm,Dry
14226,0,66.92,26.06,1980,4,23,Warm,Dry
14227,0,62.06,33.98,1980,4,24,Warm,Dry
14228,0,64.94,30.02,1980,4,25,Warm,Dry
14229,0,69.08,42.98,1980,4,26,Warm,Dry
14230,0.051181102,77,39.02,1980,4,27,Warm,Damp
14231,0.011811024,64.94,39.92,1980,4,28,Warm,Damp
14232,0,60.08,37.04,1980,4,29,Cold,Dry
14233,0,64.94,28.94,1980,4,30,Warm,Dry
14234,0,78.98,35.96,1980,5,1,Warm,Dry
14235,0,62.96,39.02,1980,5,2,Warm,Dry
14236,0,69.98,30.02,1980,5,3,Warm,Dry
14237,0,80.06,35.06,1980,5,4,Warm,Dry
14238,0.011811024,66.92,42.08,1980,5,5,Warm,Damp
14239,0,62.96,35.96,1980,5,6,Warm,Dry
14240,0,68,30.92,1980,5,7,Warm,Dry
14241,0.161417323,62.06,42.08,1980,5,8,Warm,Really Wet
14242,0.031496063,62.06,42.98,1980,5,9,Warm,Damp
14243,0,69.08,37.94,1980,5,10,Warm,Dry
14244,0,71.06,42.98,1980,5,11,Warm,Dry
14245,0,60.98,46.04,1980,5,12,Warm,Dry
14246,0,62.96,46.04,1980,5,13,Warm,Dry
14247,0.011811024,64.04,39.02,1980,5,14,Warm,Damp
14248,0.031496063,62.06,35.96,1980,5,15,Warm,Damp
14249,0,62.96,33.08,1980,5,16,Warm,Dry
14250,0,73.04,37.94,1980,5,17,Warm,Dry
14251,0,75.02,39.02,1980,5,18,Warm,Dry
14252,0.019685039,69.08,46.04,1980,5,19,Warm,Damp
14253,0.031496063,60.98,48.02,1980,5,20,Warm,Damp
14254,0.169291339,64.04,39.02,1980,5,21,Warm,Really Wet
14255,0.299212598,57.02,35.06,1980,5,22,Cold,Really Wet
14256,0,62.96,35.06,1980,5,23,Warm,Dry
14257,0,62.96,33.08,1980,5,24,Warm,Dry
14258,0,57.92,46.04,1980,5,25,Cold,Dry
14259,0.12992126,53.96,48.02,1980,5,26,Cold,Damp
14260,0.019685039,60.08,46.94,1980,5,27,Cold,Damp
14261,0,66.02,46.94,1980,5,28,Warm,Dry
14262,0,62.96,44.96,1980,5,29,Warm,Dry
14263,0,66.92,39.02,1980,5,30,Warm,Dry
14264,0.019685039,69.98,42.08,1980,5,31,Warm,Damp
14265,0.011811024,57.92,44.96,1980,6,1,Cold,Damp
14266,0.208661417,60.98,39.02,1980,6,2,Warm,Really Wet
14267,0,66.92,35.06,1980,6,3,Warm,Dry
14268,0,68,39.02,1980,6,4,Warm,Dry
14269,0.24015748,53.96,46.94,1980,6,5,Cold,Really Wet
14270,0.019685039,62.96,48.92,1980,6,6,Warm,Damp
14271,0.181102362,64.94,50,1980,6,7,Warm,Really Wet
14272,0.858267717,68,53.96,1980,6,8,Warm,Really Wet
14273,0.011811024,64.94,46.94,1980,6,9,Warm,Damp
14274,0,66.02,46.94,1980,6,10,Warm,Dry
14275,0,66.02,51.08,1980,6,11,Warm,Dry
14276,0,62.96,48.92,1980,6,12,Warm,Dry
14277,0,59,46.94,1980,6,13,Cold,Dry
14278,0,62.06,51.08,1980,6,14,Warm,Dry
14279,0,68,51.08,1980,6,15,Warm,Dry
14280,0.338582677,60.98,46.94,1980,6,16,Warm,Really Wet
14281,0,68,48.92,1980,6,17,Warm,Dry
14282,0,71.96,39.92,1980,6,18,Warm,Dry
14283,0,75.92,41,1980,6,19,Warm,Dry
14284,0,73.94,46.94,1980,6,20,Warm,Dry
14285,0,69.98,50,1980,6,21,Warm,Dry
14286,0.098425197,66.92,48.92,1980,6,22,Warm,Damp
14287,0.141732283,64.94,48.92,1980,6,23,Warm,Really Wet
14288,0.228346457,66.92,53.06,1980,6,24,Warm,Really Wet
14289,0.078740157,66.92,48.92,1980,6,25,Warm,Damp
14290,0.031496063,64.94,48.92,1980,6,26,Warm,Damp
14291,0.011811024,68,46.04,1980,6,27,Warm,Damp
14292,0,69.98,42.08,1980,6,28,Warm,Dry
14293,0,69.98,42.98,1980,6,29,Warm,Dry
14294,0,73.94,37.94,1980,6,30,Warm,Dry
14295,0,80.96,41,1980,7,1,Warm,Dry
14296,0,71.06,51.08,1980,7,2,Warm,Dry
14297,0.24015748,62.96,51.08,1980,7,3,Warm,Really Wet
14298,0.031496063,68,48.02,1980,7,4,Warm,Damp
14299,0,71.06,46.94,1980,7,5,Warm,Dry
14300,0,73.94,39.92,1980,7,6,Warm,Dry
14301,0,80.96,44.96,1980,7,7,Warm,Dry
14302,0,82.04,46.94,1980,7,8,Warm,Dry
14303,0.12992126,66.92,48.02,1980,7,9,Warm,Damp
14304,0,68,53.96,1980,7,10,Warm,Dry
14305,0,71.96,53.96,1980,7,11,Warm,Dry
14306,0,75.02,44.96,1980,7,12,Warm,Dry
14307,0.011811024,69.08,46.04,1980,7,13,Warm,Damp
14308,0,71.06,53.96,1980,7,14,Warm,Dry
14309,0,75.92,51.98,1980,7,15,Warm,Dry
14310,0,68,55.04,1980,7,16,Warm,Dry
14311,0,75.92,48.92,1980,7,17,Warm,Dry
14312,0,75.92,46.94,1980,7,18,Warm,Dry
14313,0,69.98,57.02,1980,7,19,Warm,Dry
14314,0,80.06,57.92,1980,7,20,Warm,Dry
14315,0,86,55.94,1980,7,21,Warm,Dry
14316,0,75.02,53.96,1980,7,22,Warm,Dry
14317,0,73.94,51.98,1980,7,23,Warm,Dry
14318,0,80.06,46.04,1980,7,24,Warm,Dry
14319,0,80.06,48.92,1980,7,25,Warm,Dry
14320,0,84.02,48.92,1980,7,26,Warm,Dry
14321,0,87.98,51.08,1980,7,27,Warm,Dry
14322,0,86,48.02,1980,7,28,Warm,Dry
14323,0,82.04,44.96,1980,7,29,Warm,Dry
14324,0,82.94,48.02,1980,7,30,Warm,Dry
14325,0,86,46.04,1980,7,31,Warm,Dry
14326,0,78.08,51.98,1980,8,1,Warm,Dry
14327,0,71.06,53.06,1980,8,2,Warm,Dry
14328,0,75.02,53.06,1980,8,3,Warm,Dry
14329,0,75.92,44.96,1980,8,4,Warm,Dry
14330,0,71.96,50,1980,8,5,Warm,Dry
14331,0,77,46.04,1980,8,6,Warm,Dry
14332,0,82.04,44.96,1980,8,7,Warm,Dry
14333,0.011811024,86,55.04,1980,8,8,Warm,Damp
14334,0,87.08,51.98,1980,8,9,Warm,Dry
14335,0,91.94,51.98,1980,8,10,Warm,Dry
14336,0,77,55.04,1980,8,11,Warm,Dry
14337,0,66.92,57.02,1980,8,12,Warm,Dry
14338,0,66.92,55.94,1980,8,13,Warm,Dry
14339,0,69.98,50,1980,8,14,Warm,Dry
14340,0,68,50,1980,8,15,Warm,Dry
14341,0,69.08,53.96,1980,8,16,Warm,Dry
14342,0.031496063,66.02,55.04,1980,8,17,Warm,Damp
14343,0,75.92,46.94,1980,8,18,Warm,Dry
14344,0,75.92,50,1980,8,19,Warm,Dry
14345,0,73.04,51.08,1980,8,20,Warm,Dry
14346,0,73.04,46.04,1980,8,21,Warm,Dry
14347,0,78.08,44.96,1980,8,22,Warm,Dry
14348,0,78.08,51.98,1980,8,23,Warm,Dry
14349,0,77,51.08,1980,8,24,Warm,Dry
14350,0,82.94,42.08,1980,8,25,Warm,Dry
14351,0.051181102,73.04,46.04,1980,8,26,Warm,Damp
14352,0,69.08,51.08,1980,8,27,Warm,Dry
14353,0,69.98,44.96,1980,8,28,Warm,Dry
14354,0,75.92,37.04,1980,8,29,Warm,Dry
14355,0.271653543,62.96,53.06,1980,8,30,Warm,Really Wet
14356,0,71.96,46.94,1980,8,31,Warm,Dry
14357,0.578740157,60.98,46.04,1980,9,1,Warm,Really Wet
14358,0,69.08,48.02,1980,9,2,Warm,Dry
14359,0,71.06,44.06,1980,9,3,Warm,Dry
14360,0,82.04,46.94,1980,9,4,Warm,Dry
14361,0,84.92,48.02,1980,9,5,Warm,Dry
14362,0.570866142,77,48.02,1980,9,6,Warm,Really Wet
